s,10분전부산대강수량,현재부산대강수량,10분전신천교강수량,현재신천교강수량,현재세병교수위,30분뒤수위,날짜
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2014-02-23 13:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-04-10 5:40
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.97,2013-11-09 5:20
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-07-18 17:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2015-06-23 18:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2015-08-07 4:50
2.42,2.50038788,2.59304338,2.66781955,2.71240238,2.73962225,2.64,2015-07-12 16:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-04-04 16:20
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.95,2014-02-15 0:20
1.2,1.1950042,1.1901712,1.1857502,1.1818158,1.178384,1.19,2014-09-25 5:10
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2013-03-16 18:10
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-07 20:00
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.14,2016-02-24 1:00
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2015-03-15 18:30
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2014-03-30 17:20
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2013-11-12 8:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2016-03-03 3:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2015-01-21 14:50
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2016-10-07 5:50
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2016-10-14 11:30
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2016-08-16 8:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2016-11-08 21:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2016-08-10 14:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2015-01-11 8:20
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2014-05-19 13:10
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.13,2013-06-13 6:40
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.1,2015-05-27 18:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.07,2015-03-26 6:00
1.16,1.15626864,1.15268244,1.1494272,1.14656224,1.1440878,1.17,2015-03-16 9:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.03,2013-09-09 23:50
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-07-01 4:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2015-03-23 10:50
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.09,2016-05-11 11:20
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.13,2014-07-16 1:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-19 22:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1.01,2014-12-12 10:10
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.93,2015-01-20 19:20
1.34,1.33752431,1.33418911,1.3319843,1.33126196,1.33019635,1.37,2015-12-10 14:50
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-12 10:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2015-02-16 11:00
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-05-27 12:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.07,2013-08-03 16:20
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-06-28 8:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2014-12-10 11:10
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.15,2016-02-02 3:40
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2016-03-15 2:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.05,2013-08-24 0:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2013-08-07 23:50
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.03,2013-04-20 18:20
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-02-23 10:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-01-24 14:20
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2013-06-30 8:30
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2014-03-09 13:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.03,2016-12-27 19:00
1.35,1.34026255,1.33075405,1.32196145,1.31401665,1.30699475,1.34,2016-05-04 20:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2015-07-31 13:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2014-04-17 2:00
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.06,2014-10-26 23:10
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.09,2013-04-07 18:40
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.05,2015-04-08 3:50
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2014-07-22 11:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-09-13 2:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-09-11 6:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2014-06-27 0:00
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2016-08-24 12:40
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2014-05-17 11:50
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2015-11-09 17:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2013-02-23 2:20
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-10-29 5:30
1.74,1.71793426,1.69626946,1.6761107,1.65773886,1.6413827,1.74,2014-08-26 10:00
1.16,1.15626864,1.15268244,1.1494272,1.14656224,1.1440878,1.15,2013-06-16 19:10
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2016-03-25 21:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.09,2014-06-17 22:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.02,2014-11-23 21:50
0.91,0.91417139,0.91837769,0.92240845,0.92622749,0.92973655,0.91,2015-02-02 7:50
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-09-05 13:00
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-19 0:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-06-17 17:50
1.21,1.20468809,1.19954339,1.19483095,1.19062919,1.18695805,1.21,2015-06-08 11:10
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-04-20 7:00
2.38,2.36121747,2.34070392,2.3192747,2.29662697,2.2741651,2.18,2016-10-05 7:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2016-08-13 11:30
0.96,0.97263519,0.98263154,0.9886697,0.99622114,1.0031434,0.95,2014-01-20 8:50
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-05-23 22:50
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2013-05-19 23:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-09-02 7:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2015-10-04 6:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-11-06 6:00
1.6,1.6038702,1.6043824,1.6065733,1.6087402,1.6084445,1.86,2013-10-08 16:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2013-04-11 15:30
1.57,1.57301283,1.57470198,1.574041,1.57160668,1.56789345,1.66,2015-05-03 10:10
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2015-03-29 8:40
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2016-03-20 0:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2016-07-29 4:00
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.04,2015-09-05 1:10
1.2,1.1950042,1.1901712,1.1857502,1.1818158,1.178384,1.2,2014-05-29 12:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-09-20 6:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2015-06-17 6:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2016-03-26 20:30
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2016-12-03 21:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-08-13 4:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2014-10-18 14:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2014-10-11 20:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.97,2013-09-06 9:30
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.11,2015-07-15 16:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2015-04-26 15:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2015-06-23 17:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.07,2013-03-20 1:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2013-09-10 23:40
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.96,2014-10-08 0:50
0.94,0.94322306,0.94649426,0.9496507,0.95266766,0.9554587,0.93,2015-03-07 22:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-02-28 3:00
1.01,1.01481984,1.01895414,1.0229089,1.02549709,1.02725065,1.01,2013-02-01 7:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2016-03-28 7:00
2.3,2.2952504,2.27856905,2.26199045,2.24968295,2.2365155,2.15,2014-09-24 16:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.05,2013-07-23 8:20
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2014-06-05 18:40
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-08 0:30
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.13,2014-05-13 14:20
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1.02,2014-11-25 20:00
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.15,2015-03-28 12:00
1.85,1.83072925,1.81126895,1.79482025,1.78453215,1.77570135,1.94,2014-03-12 23:10
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.08,2013-08-15 11:40
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.17,2015-04-16 22:40
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.09,2016-09-21 15:40
1.06,1.07399479,1.08024934,1.0825939,1.08678144,1.09024005,1.08,2014-06-04 20:50
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-07 12:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.03,2014-06-27 5:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-09-19 9:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2016-08-05 20:40
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2013-02-11 17:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2013-05-10 23:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.01,2016-06-28 15:50
1.11,1.10784919,1.10582149,1.10402345,1.10249529,1.10121755,1.12,2013-06-03 7:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2016-06-29 1:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.03,2016-03-29 1:00
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.99,2015-01-22 22:20
1.17,1.16595253,1.16205463,1.15850795,1.15537563,1.15266185,1.17,2015-05-23 13:10
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-08-05 21:30
0.95,0.95290695,0.95586645,0.95873145,0.96148105,0.96403275,0.95,2013-12-16 2:20
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.16,2016-10-01 20:20
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2016-07-08 8:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2013-07-27 13:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-03-30 5:50
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.15,2016-02-02 23:50
1.69,1.66951481,1.64940851,1.63070695,1.61367191,1.59851245,1.57,2016-07-03 20:20
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.04,2016-12-27 16:20
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.12,2016-04-29 0:10
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.14,2014-05-29 4:20
1.17,1.16595253,1.16205463,1.15850795,1.15537563,1.15266185,1.15,2015-11-08 5:40
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-03-07 5:20
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2015-07-18 13:40
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2014-03-18 5:10
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2015-01-18 8:50
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2015-10-10 4:00
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-02-08 11:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-09-28 17:50
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.11,2014-06-19 10:30
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.97,2013-11-12 9:00
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2014-02-15 13:10
1.19,1.18532031,1.18079901,1.17666945,1.17300241,1.16980995,1.18,2015-04-07 21:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-10-03 1:50
1.02,1.02760243,1.03291198,1.03374355,1.03417848,1.03458565,1.02,2014-07-15 20:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2016-12-31 7:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2014-09-03 7:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2013-02-08 17:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1.02,2016-04-11 23:50
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2016-04-04 5:30
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-09-11 19:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-03-22 18:30
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2015-11-14 10:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1,2013-01-15 19:50
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2016-02-28 19:30
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-27 10:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-04-21 21:40
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2015-12-02 19:10
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2015-10-17 13:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-31 7:00
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-02-07 3:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.03,2013-03-28 0:10
2.58,2.58293022,2.57665792,2.5660024,2.55015232,2.53104545,2.49,2015-05-12 4:10
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.05,2016-10-23 6:00
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.99,2015-09-05 10:00
1.21,1.20468809,1.19954339,1.19483095,1.19062919,1.18695805,1.21,2016-06-16 13:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2013-03-24 9:40
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2013-09-06 9:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-01-29 16:10
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.06,2013-08-13 18:50
1.23,1.22857657,1.22218367,1.21610915,1.21068237,1.2054623,1.22,2014-04-28 18:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2014-03-19 1:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.06,2014-10-29 6:30
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.02,2013-03-11 21:30
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.13,2014-09-01 9:50
1.15,1.14658475,1.14331025,1.14034645,1.13774885,1.13551375,1.19,2016-09-16 19:40
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2014-04-05 6:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.07,2015-07-19 7:10
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-03-12 2:00
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.18,2016-06-03 12:20
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.09,2014-07-20 22:10
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1.04,2015-08-28 4:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2014-04-07 18:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2015-08-01 11:30
1.02,1.02450373,1.02832633,1.03198965,1.03431048,1.0358247,1.02,2013-01-22 0:50
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2014-10-06 11:40
0.93,0.93353917,0.93712207,0.94056995,0.94385427,0.94688465,0.93,2015-03-08 0:10
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.13,2013-06-10 3:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2014-09-28 8:00
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2016-03-22 1:10
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.02,2015-10-24 3:30
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-10-16 14:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2015-03-17 0:30
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2014-04-23 1:30
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2016-11-11 20:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1,2014-02-20 11:20
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2015-08-23 2:50
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.95,2014-12-29 3:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.98,2015-01-18 8:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-09-27 9:10
0.91,0.91417139,0.91837769,0.92240845,0.92622749,0.92973655,0.96,2015-02-18 8:30
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.09,2014-11-03 14:00
1.29,1.28215921,1.27452091,1.26747695,1.26113631,1.25555045,1.29,2015-12-29 10:30
1.06,1.05942974,1.05896054,1.0586197,1.05842834,1.0583473,1.06,2016-09-28 8:20
1.13,1.12721697,1.12456587,1.12218495,1.12012207,1.11836565,1.12,2016-04-30 3:20
1.43,1.42225437,1.40962747,1.39772415,1.38695017,1.3769433,1.43,2016-05-10 10:30
1.18,1.17563642,1.17142682,1.1675887,1.16418902,1.1612359,1.17,2015-05-02 13:30
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.04,2015-10-29 8:50
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2016-09-01 2:10
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-09-03 13:40
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.96,2014-12-11 5:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2016-07-18 8:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-02-25 8:30
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2015-11-08 14:50
1.23,1.22786542,1.22514232,1.2226854,1.21939167,1.21587975,1.19,2013-01-21 14:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.12,2016-04-20 12:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,1.01,2014-11-22 6:20
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.04,2015-10-13 2:20
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2014-12-10 13:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-02-24 3:40
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2014-03-18 10:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.01,2016-11-11 2:50
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.1,2014-06-11 23:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2015-01-05 8:00
1.13,1.13173767,1.12846177,1.12530165,1.12254847,1.1197218,1.11,2014-10-20 11:00
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.11,2014-09-05 21:40
1.16,1.15626864,1.15268244,1.1494272,1.14656224,1.1440878,1.13,2013-09-30 12:10
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.09,2014-07-01 13:00
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.01,2013-03-23 3:10
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-05-01 13:20
1.01,1.01101029,1.01209959,1.01321595,1.01436139,1.01547705,1.02,2013-03-07 8:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2016-03-05 6:00
1.04,1.04006196,1.04021616,1.0404582,1.04080156,1.0411992,1.03,2015-09-18 21:40
1.37,1.36476998,1.36596938,1.3684518,1.36698578,1.3645197,1.38,2014-08-20 6:30
1.14,1.13690086,1.13393806,1.1312657,1.12893546,1.1269397,1.14,2013-06-18 11:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.97,2014-03-20 13:50
1.28,1.27247532,1.26514872,1.2583962,1.25232292,1.2469764,1.27,2016-05-06 21:00
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-07-30 2:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-04-30 6:10
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.96,2013-12-11 5:30
1.05,1.04974585,1.04958835,1.04953895,1.04961495,1.04977325,1.05,2013-07-22 7:20
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.95,2015-02-25 16:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-11-07 7:40
1.09,1.08848141,1.08707711,1.08586195,1.08486851,1.08406945,1.08,2016-10-19 16:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2014-07-24 2:20
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.98,2013-10-04 2:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2015-09-21 5:10
0.96,0.96259084,0.96523864,0.9678122,0.97029444,0.9726068,0.95,2014-12-19 3:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2013-08-12 11:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2014-10-19 8:30
1.12,1.11753308,1.11519368,1.1131042,1.11130868,1.1097916,1.13,2015-12-06 18:50
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2013-09-14 8:00
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.09,2014-09-06 20:50
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,1,2014-02-11 11:20
1.02,1.02069418,1.02147178,1.0222967,1.02317478,1.0240511,1.01,2013-02-22 14:40
2.74,2.68632326,2.63348846,2.5841857,2.53907786,2.4987877,2.61,2014-08-25 19:20
0.97,0.97227473,0.97461083,0.97689295,0.97910783,0.98118085,0.97,2014-02-26 0:40
0.99,0.99164251,0.99335521,0.99505445,0.99673461,0.99832895,0.99,2014-02-22 3:40
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,0.99,2013-02-17 1:30
1.07,1.06911363,1.06833273,1.06770045,1.06724173,1.06692135,1.07,2016-08-15 12:50
0.98,0.98195862,0.98398302,0.9859737,0.98792122,0.9897549,0.99,2014-12-06 21:30
1,1.0013264,1.0027274,1.0041352,1.005548,1.006903,1,2013-02-05 7:30
1.03,1.03037807,1.03084397,1.03137745,1.03198817,1.03262515,1.03,2013-03-14 0:20
1.19,1.18532031,1.18079901,1.17666945,1.17300241,1.16980995,1.19,2016-05-16 5:40
1.08,1.07879752,1.07770492,1.0767812,1.07605512,1.0754954,1.08,2016-01-01 17:40
1.1,1.0981653,1.0964493,1.0949427,1.0936819,1.0926435,1.13,2015-05-27 23:20
